Date,AAPL,ABT,AMZN,BAC,C,COP,CVX,EOG,GOOGL,GS,JNJ,JPM,META,MRK,MSFT,PFE,SLB,UNH,WFC,XOM
2019-10-18,56.81695556640625,73.62906646728516,87.87550354003906,25.906049728393555,55.38608169555664,42.986820220947266,86.09978485107422,48.28416061401367,61.7104606628418,177.1405029296875,106.55028533935547,101.19754791259766,184.4029083251953,65.87669372558594,129.72964477539062,25.36705207824707,27.502628326416016,219.91598510742188,42.20048904418945,50.227081298828125
2019-10-21,57.80232238769531,72.61519622802734,89.28299713134766,26.477947235107422,57.030025482177734,44.588375091552734,87.50300598144531,50.69688034057617,61.704017639160156,179.48214721679688,106.81729125976562,103.70734405517578,188.282470703125,65.7522201538086,130.6926727294922,25.36705207824707,28.592180252075195,218.6431121826172,42.61429214477539,51.0665397644043
2019-10-22,57.67013931274414,71.62802124023438,88.2864990234375,26.631595611572266,57.22857666015625,45.05051040649414,88.39595031738281,52.128013610839844,61.5512809753418,179.7823486328125,107.80184936523438,104.74818420410156,180.9202117919922,63.24721908569336,128.747802734375,25.346181869506836,29.63916778564453,223.62692260742188,42.74940872192383,51.326560974121094
2019-10-23,58.444000244140625,72.2772445678711,88.1084976196289,26.819381713867188,57.53831481933594,44.81943893432617,88.53104400634766,53.90384292602539,62.36604690551758,181.25765991210938,108.38591766357422,105.02517700195312,184.7005615234375,64.4686050415039,129.56924438476562,25.582733154296875,30.073286056518555,222.1210479736328,43.01121139526367,51.816871643066406
2019-10-24,58.54013442993164,72.35728454589844,89.03900146484375,26.768163681030273,57.419189453125,44.74772644042969,88.23087310791016,53.92631149291992,62.43944549560547,181.02609252929688,106.38341522216797,104.94963073730469,184.9287872314453,64.24299621582031,132.11825561523438,25.318349838256836,29.886016845703125,219.17198181152344,43.154781341552734,51.326560974121094
2019-10-25,59.26112365722656,72.61519622802734,88.06649780273438,27.075448989868164,58.110107421875,44.89911651611328,89.0488052368164,54.30845260620117,62.69681167602539,183.75369262695312,107.09262084960938,105.78905487060547,186.42703247070312,63.99406433105469,132.86412048339844,25.582733154296875,29.868993759155273,219.530517578125,43.55170822143555,51.4454231262207
2019-10-28,59.854759216308594,73.51343536376953,88.85399627685547,27.17788314819336,58.443668365478516,44.36526870727539,88.90625,53.236961364746094,63.920692443847656,186.77293395996094,107.78517150878906,106.19194793701172,187.92529296875,63.9473762512207,136.13070678710938,25.937572479248047,29.809406280517578,221.4487762451172,43.6192626953125,50.99224853515625
2019-10-29,58.47044372558594,74.21602630615234,88.135498046875,27.374202728271484,58.046573638916016,45.48875045776367,88.64360046386719,53.8064079284668,62.51630401611328,186.67855834960938,107.73512268066406,106.1247787475586,187.8359375,66.20343780517578,134.84677124023438,26.584617614746094,29.613630294799805,226.14573669433594,44.05841064453125,50.84368133544922
2019-10-30,58.463218688964844,74.71405029296875,88.99949645996094,26.990093231201172,57.9512825012207,43.855323791503906,87.31539916992188,52.16547775268555,62.51828384399414,185.10890197753906,110.8389892578125,105.5372085571289,186.78421020507812,67.07475280761719,136.5272216796875,26.77246856689453,28.17507553100586,228.3956298828125,43.940181732177734,50.308799743652344
2019-10-31,59.78505325317383,74.3582992553711,88.83300018310547,26.69134521484375,57.06974411010742,43.98282241821289,87.15030670166016,51.93320846557617,62.4240608215332,183.024658203125,110.17147827148438,104.8573226928711,190.15773010253906,67.41703796386719,135.35658264160156,26.69593620300293,27.826087951660156,226.5132598876953,43.60237121582031,50.197364807128906
